Time,Channel A,Channel B
(ms),(V),(mV)

-218.39771180,0.00000000,-0.13122960
-218.23387180,0.00000000,-0.13122960
-218.07003180,0.00000000,0.32654800
-217.90619180,0.00000000,-0.13122960
-217.74235180,0.00000000,0.32654800
-217.57851180,0.00000000,-0.13122960
-217.41467180,0.00000000,-0.13122960
-217.25083180,0.00000000,-0.13122960
-217.08699180,0.00000000,0.32654800
-216.92315181,0.00000000,-0.13122960
-216.75931181,0.00000000,-0.13122960
-216.59547181,0.00000000,-0.13122960
-216.43163181,0.00000000,-0.13122960
-216.26779181,0.00000000,-0.13122960
-216.10395181,0.00000000,0.32654800
-215.94011181,0.00000000,-0.13122960
-215.77627181,0.00000000,0.32654800
-215.61243181,0.00000000,0.32654800
-215.44859181,0.00000000,-0.13122960
-215.28475182,0.00000000,0.32654800
-215.12091182,0.00000000,-0.13122960
-214.95707182,0.00000000,0.32654800
-214.79323182,0.00000000,0.32654800
-214.62939182,0.00000000,-0.13122960
-214.46555182,0.00000000,0.32654800
-214.30171182,0.00000000,-0.13122960
-214.13787182,0.00000000,-0.13122960
-213.97403182,0.00000000,-0.13122960
-213.81019182,0.00000000,0.32654800
-213.64635183,0.00000000,-0.13122960
-213.48251183,0.00000000,-0.13122960
-213.31867183,0.00000000,-0.13122960
-213.15483183,0.00000000,-0.13122960
-212.99099183,0.00000000,-0.13122960
-212.82715183,0.00000000,-0.13122960
-212.66331183,0.00000000,-0.13122960
-212.49947183,0.04486221,-0.13122960
-212.33563183,0.00000000,-0.13122960
-212.17179183,0.00000000,0.32654800
-212.00795184,0.00000000,-0.13122960
-211.84411184,0.00000000,0.32654800
-211.68027184,0.00000000,-0.13122960
-211.51643184,0.00000000,0.32654800
-211.35259184,0.00000000,-0.13122960
-211.18875184,0.00000000,-0.13122960
-211.02491184,0.00000000,0.32654800
-210.86107184,0.00000000,-0.13122960
-210.69723184,0.00000000,-0.13122960
-210.53339184,0.00000000,0.32654800
-210.36955185,0.00000000,0.32654800
-210.20571185,0.00000000,0.32654800
-210.04187185,0.00000000,-0.13122960
-209.87803185,0.00000000,-0.13122960
-209.71419185,0.00000000,-0.13122960
-209.55035185,0.00000000,0.32654800
-209.38651185,0.00000000,-0.13122960
-209.22267185,0.00000000,-0.13122960
-209.05883185,0.00000000,-0.13122960
-208.89499185,0.00000000,0.32654800
-208.73115186,0.00000000,0.32654800
-208.56731186,0.00000000,-0.13122960
-208.40347186,0.00000000,0.32654800
-208.23963186,0.00000000,0.32654800
-208.07579186,0.00000000,-0.13122960
-207.91195186,0.00000000,0.32654800
-207.74811186,0.00000000,-0.13122960
-207.58427186,0.00000000,0.32654800
-207.42043186,0.00000000,0.32654800
-207.25659186,0.00000000,-0.13122960
-207.09275187,0.00000000,0.32654800
-206.92891187,0.00000000,-0.13122960
-206.76507187,0.00000000,-0.13122960
-206.60123187,0.00000000,-0.13122960
-206.43739187,0.00000000,-0.13122960
-206.27355187,0.00000000,0.32654800
-206.10971187,0.00000000,0.32654800
-205.94587187,0.00000000,0.32654800
-205.78203187,0.00000000,0.32654800
-205.61819187,0.00000000,0.32654800
-205.45435188,0.00000000,-0.13122960
-205.29051188,0.00000000,-0.13122960
-205.12667188,0.00000000,-0.13122960
-204.96283188,0.00000000,-0.13122960
-204.79899188,0.00000000,-0.13122960
-204.63515188,0.00000000,-0.13122960
-204.47131188,0.00000000,-0.13122960
-204.30747188,0.00000000,-0.13122960
-204.14363188,0.00000000,0.32654800
-203.97979188,0.00000000,0.32654800
-203.81595189,0.00000000,0.32654800
-203.65211189,0.00000000,-0.13122960
-203.48827189,0.00000000,0.78432570
-203.32443189,0.00000000,-0.13122960
-203.16059189,0.00000000,-0.13122960
-202.99675189,0.00000000,-0.13122960
-202.83291189,0.00000000,-0.13122960
-202.66907189,0.00000000,-0.13122960
-202.50523189,0.00000000,-0.13122960
-202.34139189,0.00000000,0.32654800
-202.17755190,0.00000000,0.32654800
-202.01371190,0.00000000,-0.13122960
-201.84987190,0.00000000,0.32654800
-201.68603190,0.00000000,-0.13122960
-201.52219190,0.00000000,0.32654800
-201.35835190,0.00000000,0.32654800
-201.19451190,0.00000000,-0.13122960
-201.03067190,0.00000000,-0.13122960
-200.86683190,0.00000000,0.32654800
-200.70299190,0.00000000,-0.13122960
-200.53915191,0.00000000,-0.13122960
-200.37531191,0.00000000,-0.13122960
-200.21147191,0.00000000,0.32654800
-200.04763191,0.00000000,-0.13122960
-199.88379191,0.00000000,-0.13122960
-199.71995191,0.00000000,-0.13122960
-199.55611191,0.00000000,-0.13122960
-199.39227191,0.00000000,0.32654800
-199.22843191,0.00000000,-0.13122960
-199.06459191,0.00000000,0.32654800
-198.90075192,0.00000000,-0.58748130
-198.73691192,0.00000000,-0.13122960
-198.57307192,0.00000000,-0.13122960
-198.40923192,0.00000000,-0.13122960
-198.24539192,0.00000000,0.32654800
-198.08155192,0.00000000,-0.13122960
-197.91771192,0.00000000,-0.13122960
-197.75387192,0.00000000,0.32654800
-197.59003192,0.00000000,0.32654800
-197.42619192,0.00000000,-0.13122960
-197.26235193,0.00000000,0.32654800
-197.09851193,0.00000000,0.32654800
-196.93467193,0.00000000,-0.13122960
-196.77083193,0.00000000,0.32654800
-196.60699193,0.00000000,-0.13122960
-196.44315193,0.00000000,-0.13122960
-196.27931193,0.00000000,0.32654800
-196.11547193,0.00000000,0.32654800
-195.95163193,0.00000000,-0.13122960
-195.78779193,0.00000000,0.32654800
-195.62395193,0.00000000,0.32654800
-195.46011194,0.00000000,0.32654800
-195.29627194,0.00000000,0.32654800
-195.13243194,0.00000000,-0.13122960
-194.96859194,0.00000000,0.32654800
-194.80475194,0.00000000,-0.13122960
-194.64091194,0.00000000,-0.13122960
-194.47707194,0.00000000,0.32654800
-194.31323194,0.00000000,-0.13122960
-194.14939194,0.00000000,0.32654800
-193.98555194,0.00000000,0.32654800
-193.82171195,0.00000000,-0.13122960
-193.65787195,0.00000000,-0.13122960
-193.49403195,0.00000000,-0.13122960
-193.33019195,0.00000000,0.32654800
-193.16635195,0.00000000,0.32654800
-193.00251195,0.00000000,-0.13122960
-192.83867195,0.00000000,-0.13122960
-192.67483195,0.00000000,0.32654800
-192.51099195,0.00000000,0.32654800
-192.34715195,0.00000000,-0.13122960
-192.18331196,0.00000000,0.32654800
-192.01947196,0.00000000,-0.13122960
-191.85563196,0.00000000,-0.13122960
-191.69179196,0.00000000,0.32654800
-191.52795196,0.00000000,-0.13122960
-191.36411196,0.00000000,-0.13122960
-191.20027196,0.00000000,0.32654800
-191.03643196,0.00000000,0.32654800
-190.87259196,0.00000000,-0.13122960
-190.70875196,0.00000000,-0.13122960
-190.54491197,0.00000000,0.32654800
-190.38107197,0.00000000,-0.13122960
-190.21723197,0.00000000,-0.13122960
-190.05339197,0.00000000,-0.13122960
-189.88955197,0.00000000,0.32654800
-189.72571197,0.00000000,0.32654800
-189.56187197,0.00000000,-0.13122960
-189.39803197,0.00000000,0.32654800
-189.23419197,0.00000000,-0.13122960
-189.07035197,0.00000000,0.32654800
-188.90651198,0.00000000,-0.13122960
-188.74267198,0.00000000,-0.13122960
-188.57883198,0.00000000,-0.13122960
-188.41499198,0.00000000,-0.13122960
-188.25115198,0.00000000,-0.13122960
-188.08731198,0.00000000,0.32654800
-187.92347198,0.00000000,0.32654800
-187.75963198,0.00000000,-0.13122960
