Time,Channel A,Channel B
(ms),(V),(mV)

-250.34210086,0.00000000,0.32654800
-250.17826086,0.00000000,0.32654800
-250.01442086,0.00000000,-0.13122960
-249.85058086,0.00000000,0.32654800
-249.68674086,0.00000000,-0.13122960
-249.52290086,0.00000000,0.32654800
-249.35906086,0.00000000,0.32654800
-249.19522087,0.00000000,-0.13122960
-249.03138087,0.00000000,-0.13122960
-248.86754087,0.00000000,0.32654800
-248.70370087,0.00000000,-0.13122960
-248.53986087,0.00000000,-0.13122960
-248.37602087,0.00000000,0.32654800
-248.21218087,0.00000000,0.32654800
-248.04834087,0.00000000,0.32654800
-247.88450087,0.00000000,0.32654800
-247.72066087,0.00000000,-0.13122960
-247.55682088,0.00000000,0.32654800
-247.39298088,0.00000000,0.32654800
-247.22914088,0.00000000,-0.13122960
-247.06530088,0.00000000,0.32654800
-246.90146088,0.00000000,-0.13122960
-246.73762088,0.00000000,-0.13122960
-246.57378088,0.00000000,-0.13122960
-246.40994088,0.00000000,0.32654800
-246.24610088,0.00000000,0.32654800
-246.08226088,0.00000000,0.32654800
-245.91842089,0.00000000,0.32654800
-245.75458089,0.00000000,-0.13122960
-245.59074089,0.00000000,0.32654800
-245.42690089,0.00000000,0.32654800
-245.26306089,0.00000000,0.32654800
-245.09922089,0.00000000,-0.13122960
-244.93538089,0.00000000,-0.13122960
-244.77154089,0.00000000,-0.13122960
-244.60770089,0.00000000,0.32654800
-244.44386089,0.00000000,-0.13122960
-244.28002090,0.00000000,-0.13122960
-244.11618090,0.00000000,0.32654800
-243.95234090,0.00000000,-0.13122960
-243.78850090,0.00000000,0.32654800
-243.62466090,0.00000000,-0.13122960
-243.46082090,0.00000000,0.32654800
-243.29698090,0.00000000,-0.13122960
-243.13314090,0.00000000,-0.13122960
-242.96930090,0.00000000,0.32654800
-242.80546090,0.00000000,-0.13122960
-242.64162091,0.00000000,-0.13122960
-242.47778091,0.00000000,-0.13122960
-242.31394091,0.00000000,0.32654800
-242.15010091,0.00000000,-0.13122960
-241.98626091,0.00000000,-0.13122960
-241.82242091,0.00000000,-0.13122960
-241.65858091,0.00000000,-0.13122960
-241.49474091,0.00000000,0.32654800
-241.33090091,0.00000000,0.32654800
-241.16706091,0.00000000,-0.13122960
-241.00322092,0.00000000,-0.13122960
-240.83938092,0.00000000,-0.13122960
-240.67554092,0.00000000,0.32654800
-240.51170092,0.00000000,-0.13122960
-240.34786092,0.00000000,-0.13122960
-240.18402092,0.00000000,-0.13122960
-240.02018092,0.00000000,0.32654800
-239.85634092,0.00000000,0.32654800
-239.69250092,0.00000000,0.32654800
-239.52866092,0.00000000,-0.13122960
-239.36482093,0.00000000,0.32654800
-239.20098093,0.00000000,-0.13122960
-239.03714093,0.00000000,-0.13122960
-238.87330093,0.00000000,-0.13122960
-238.70946093,0.00000000,-0.13122960
-238.54562093,0.00000000,-0.13122960
-238.38178093,0.00000000,-0.13122960
-238.21794093,0.00000000,-0.13122960
-238.05410093,0.00000000,-0.13122960
-237.89026093,0.00000000,-0.13122960
-237.72642094,0.00000000,0.32654800
-237.56258094,0.00000000,0.32654800
-237.39874094,0.00000000,0.32654800
-237.23490094,0.00000000,0.32654800
-237.07106094,0.00000000,-0.13122960
-236.90722094,0.00000000,-0.13122960
-236.74338094,0.00000000,-0.13122960
-236.57954094,0.00000000,-0.13122960
-236.41570094,0.00000000,-0.13122960
-236.25186094,0.00000000,-0.13122960
-236.08802095,0.00000000,0.32654800
-235.92418095,0.00000000,0.32654800
-235.76034095,0.00000000,0.32654800
-235.59650095,0.00000000,0.32654800
-235.43266095,0.00000000,-0.13122960
-235.26882095,0.00000000,0.32654800
-235.10498095,0.00000000,-0.13122960
-234.94114095,0.00000000,-0.13122960
-234.77730095,0.00000000,-0.13122960
-234.61346095,0.00000000,0.32654800
-234.44962096,0.00000000,-0.13122960
-234.28578096,0.00000000,-0.13122960
-234.12194096,0.00000000,-0.13122960
-233.95810096,0.00000000,-0.13122960
-233.79426096,0.00000000,0.32654800
-233.63042096,0.00000000,0.32654800
-233.46658096,0.00000000,-0.13122960
-233.30274096,0.00000000,-0.13122960
-233.13890096,0.00000000,-0.13122960
-232.97506096,0.00000000,-0.13122960
-232.81122097,0.00000000,-0.13122960
-232.64738097,0.00000000,-0.13122960
-232.48354097,0.00000000,-0.13122960
-232.31970097,0.00000000,0.32654800
-232.15586097,0.00000000,-0.13122960
-231.99202097,0.00000000,-0.13122960
-231.82818097,0.00000000,0.32654800
-231.66434097,0.00000000,0.32654800
-231.50050097,0.00000000,-0.13122960
-231.33666097,0.00000000,-0.13122960
-231.17282098,0.00000000,-0.13122960
-231.00898098,0.00000000,0.32654800
-230.84514098,0.00000000,-0.13122960
-230.68130098,0.00000000,-0.13122960
-230.51746098,0.00000000,-0.13122960
-230.35362098,0.00000000,0.32654800
-230.18978098,0.00000000,-0.13122960
-230.02594098,0.00000000,0.32654800
-229.86210098,0.00000000,0.32654800
-229.69826098,0.00000000,-0.13122960
-229.53442099,0.00000000,0.32654800
-229.37058099,0.00000000,-0.13122960
-229.20674099,0.00000000,0.32654800
-229.04290099,0.00000000,0.32654800
-228.87906099,0.00000000,-0.13122960
-228.71522099,0.00000000,-0.13122960
-228.55138099,0.00000000,-0.13122960
-228.38754099,0.00000000,-0.13122960
-228.22370099,0.00000000,-0.13122960
-228.05986099,0.00000000,-0.13122960
-227.89602100,0.00000000,0.32654800
-227.73218100,0.00000000,-0.13122960
-227.56834100,0.00000000,0.32654800
-227.40450100,0.00000000,-0.13122960
-227.24066100,0.00000000,0.32654800
-227.07682100,0.00000000,-0.13122960
-226.91298100,0.00000000,0.32654800
-226.74914100,0.00000000,-0.13122960
-226.58530100,0.00000000,-0.13122960
-226.42146100,0.00000000,0.32654800
-226.25762101,0.00000000,-0.13122960
-226.09378101,0.00000000,-0.13122960
-225.92994101,0.00000000,0.32654800
-225.76610101,0.00000000,-0.13122960
-225.60226101,0.00000000,0.32654800
-225.43842101,0.00000000,-0.13122960
-225.27458101,0.00000000,-0.13122960
-225.11074101,0.00000000,-0.13122960
-224.94690101,0.00000000,0.32654800
-224.78306101,0.00000000,-0.58748130
-224.61922102,0.00000000,0.32654800
-224.45538102,0.00000000,-0.13122960
-224.29154102,0.00000000,-0.13122960
-224.12770102,0.00000000,-0.58748130
-223.96386102,0.00000000,-0.13122960
-223.80002102,0.00000000,-0.13122960
-223.63618102,0.00000000,0.32654800
-223.47234102,0.00000000,0.32654800
-223.30850102,0.00000000,-0.13122960
-223.14466102,0.00000000,-0.13122960
-222.98082102,0.00000000,-0.13122960
-222.81698103,0.00000000,0.32654800
-222.65314103,0.00000000,-0.13122960
-222.48930103,0.00000000,0.32654800
-222.32546103,0.00000000,-0.13122960
-222.16162103,0.00000000,-0.13122960
-221.99778103,0.00000000,-0.13122960
-221.83394103,0.00000000,0.32654800
-221.67010103,0.00000000,-0.13122960
-221.50626103,0.00000000,-0.13122960
-221.34242103,0.00000000,0.32654800
-221.17858104,0.00000000,-0.13122960
-221.01474104,0.00000000,-0.13122960
-220.85090104,0.00000000,0.32654800
-220.68706104,0.00000000,-0.13122960
-220.52322104,0.00000000,-0.13122960
-220.35938104,0.00000000,-0.13122960
-220.19554104,0.00000000,-0.13122960
-220.03170104,0.00000000,-0.13122960
-219.86786104,0.00000000,-0.13122960
-219.70402104,0.00000000,0.32654800
-219.54018105,0.00000000,-0.13122960
-219.37634105,0.00000000,0.32654800
-219.21250105,0.00000000,0.32654800
-219.04866105,0.00000000,-0.13122960
-218.88482105,0.00000000,-0.13122960
-218.72098105,0.00000000,0.32654800
